Idx,GeneProbability/KmersHitsOnGene/KmersHitsOnAllGenes/KmersTotal,GeneAnnotation
@>MEG_156|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.04/5/5/135,>MEG_157|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@>MEG_158|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.04/7/7/135,>MEG_158|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@>MEG_160|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.14/13/13/135,>MEG_161|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_161|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.2/32/32/135,>MEG_161|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@>MEG_163|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.24/8/8/135,>MEG_162|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_164|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.14/5/5/135,>MEG_165|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_165|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.33/1/3/135,>MEG_3174|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|GRM
@>MEG_166|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,0.21/118/118/134,>MEG_166|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_167|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.58/16/16/135,>MEG_167|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_168|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.52/2/2/135,>MEG_149|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@>MEG_170|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,?/?/?/?,?
@>MEG_171|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.25/5/5/135,>MEG_172|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_172|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_174|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,0.48/118/118/134,>MEG_174|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@>MEG_176|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_177|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,1.0/11/11/135,>MEG_177|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_178|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.25/14/14/135,>MEG_3393|Drugs|betalactams|Class_B_betalactamases|IMP
@>MEG_179|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.25/5/5/135,>MEG_178|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_180|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_181|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.17/22/22/135,>MEG_298|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_182|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,?/?/?/?,?
@>MEG_183|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.5/3/3/135,>MEG_184|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_184|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,0.83/118/118/134,>MEG_184|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_185|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,1.0/4/4/135,>MEG_185|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@>MEG_187|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.35/19/20/135,>MEG_189|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_188|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.94/8/8/135,>MEG_188|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@>MEG_190|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.32/12/17/135,>MEG_188|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@>MEG_192|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.53/19/25/135,>MEG_197|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_193|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,0.58/118/118/134,>MEG_193|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_194|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,1.0/13/13/135,>MEG_194|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_195|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.94/12/12/135,>MEG_195|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_196|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,?/?/?/?,?
@>MEG_197|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,?/?/?/?,?
@>MEG_198|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,0.79/120/120/134,>MEG_198|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@>MEG_200|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.25/20/20/135,>MEG_200|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_201|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.25/3/3/135,>MEG_201|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_202|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_203|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,1.0/5/5/135,>MEG_203|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_204|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.48/13/13/135,>MEG_204|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_205|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,0.33/119/119/134,>MEG_297|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_206|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,0.44/119/119/134,>MEG_206|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@>MEG_208|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,1.0/5/5/135,>MEG_208|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_209|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.48/41/42/135,>MEG_209|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_210|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,?/?/?/?,?
@>MEG_211|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_212|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.43/5/5/135,>MEG_368|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_213|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.45/6/6/135,>MEG_213|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_214|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.01/6/6/135,>MEG_225|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_217|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.01/3/3/135,>MEG_276|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@>MEG_219|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.03/9/32/135,>MEG_126|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_220|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_222|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.17/19/19/135,>MEG_217|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_223|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_224|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.01/6/6/135,>MEG_227|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_227|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.01/6/6/135,>MEG_346|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_228|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_229|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.03/9/9/135,>MEG_221|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_230|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.02/8/8/135,>MEG_222|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@>MEG_232|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,0.03/118/118/134,>MEG_232|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@>MEG_234|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.02/10/10/135,>MEG_359|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_235|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,0.05/118/118/134,>MEG_235|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@>MEG_237|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_238|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.26/10/10/135,>MEG_319|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_239|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,?/?/?/?,?
@>MEG_240|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.2/43/43/135,>MEG_240|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_241|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_243|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_245|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,0.14/118/118/134,>MEG_245|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@>MEG_247|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.17/17/17/135,>MEG_247|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_248|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,0.2/120/122/134,>MEG_246|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_249|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_251|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,?/?/?/?,?
@>MEG_252|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,?/?/?/?,?
@>MEG_253|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_255|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.5/2/2/135,>MEG_255|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_256|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,1.0/37/37/135,>MEG_256|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@>MEG_258|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.15/18/18/135,>MEG_259|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_259|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,0.35/119/119/134,>MEG_259|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@>MEG_261|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.2/12/12/135,>MEG_261|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_262|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.2/2/2/135,>MEG_262|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_265|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.22/49/49/135,>MEG_266|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_266|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.33/6/6/135,>MEG_266|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_267|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.31/14/14/135,>MEG_298|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_268|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.17/15/15/135,>MEG_298|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_269|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,1.0/4/4/135,>MEG_269|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_270|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_272|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,0.93/118/118/134,>MEG_272|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_273|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.47/9/9/135,>MEG_762|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME
@random_sequence,?/?/?/?,?
@>MEG_275|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.11/10/10/135,>MEG_335|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@>MEG_277|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,1.0/5/5/135,>MEG_277|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@>MEG_279|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,1.0/118/118/134,>MEG_279|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_280|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,0.97/118/118/134,>MEG_280|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_281|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.29/12/12/135,>MEG_294|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_282|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,1.0/15/15/135,>MEG_282|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_283|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,?/?/?/?,?
@>MEG_284|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.15/13/17/135,>MEG_246|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_287|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.36/18/18/135,>MEG_78|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@>MEG_289|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.36/8/8/135,>MEG_289|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_290|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,1.0/4/4/135,>MEG_290|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_291|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.74/17/17/135,>MEG_291|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_292|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.78/3/3/135,>MEG_79|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_293|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.01/14/14/135,>MEG_353|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@>MEG_295|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.18/6/6/135,>MEG_259|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_296|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.5/12/12/135,>MEG_285|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_297|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.32/13/13/135,>MEG_362|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_301|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.1/7/7/135,>MEG_301|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@>MEG_303|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.23/43/43/135,>MEG_173|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_304|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2_2pointsRearrangement,0.57/119/119/134,>MEG_304|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_305|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.45/17/18/135,>MEG_127|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_306|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.55/15/19/135,>MEG_306|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_307|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.21/17/17/135,>MEG_206|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@random_sequence,?/?/?/?,?
@>MEG_309|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,1.0/14/14/135,>MEG_309|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_310|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.51/21/23/135,>MEG_310|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_311|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.04/25/35/135,>MEG_219|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_312|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.17/17/17/135,>MEG_268|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_313|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.38/6/14/135,>MEG_277|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
@>MEG_314|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME_errorrate=0.2,0.02/4/4/135,>MEG_346|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME
